ID,Failed File
143,Dafny_Programs_tmp_tmp99966ew4_lemma_no_hints.dfy
146,Dafny_Verify_tmp_tmphq7j0row_AI_agent_validation_examples_no_hints.dfy
148,Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_CopyMatrix_no_hints.dfy
150,Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_DoubleArray_no_hints.dfy
151,Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_IncrementMatrix_no_hints.dfy
152,Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_RotateRight_no_hints.dfy
153,Dafny_Verify_tmp_tmphq7j0row_Fine_Tune_Examples_50_examples_28_no_hints.dfy
158,Dafny_Verify_tmp_tmphq7j0row_Fine_Tune_Examples_50_examples_SumArray_no_hints.dfy
165,Dafny_Verify_tmp_tmphq7j0row_Generated_Code_Count_no_hints.dfy
175,Dafny_Verify_tmp_tmphq7j0row_Test_Cases_solved_1_select_no_hints.dfy
182,Dafny_Verify_tmp_tmphq7j0row_dataset_bql_exampls_Min_no_hints.dfy
183,Dafny_Verify_tmp_tmphq7j0row_dataset_bql_exampls_SmallNum_no_hints.dfy
189,Dafny_tmp_tmp0wu8wmfr_Heimaverkefni 3_InsertionSortMultiset_no_hints.dfy
190,Dafny_tmp_tmp0wu8wmfr_Heimaverkefni 3_SelectionSortMultiset_no_hints.dfy
193,Dafny_tmp_tmp0wu8wmfr_tests_InsertionSortSeq_no_hints.dfy
194,Dafny_tmp_tmp0wu8wmfr_tests_Search1000_no_hints.dfy
195,Dafny_tmp_tmp0wu8wmfr_tests_SumIntsLoop_no_hints.dfy
199,Dafny_tmp_tmpmvs2dmry_examples1_no_hints.dfy
202,Dafny_tmp_tmpmvs2dmry_pancakesort_flip_no_hints.dfy
205,FMSE-2022-2023_tmp_tmp6_x_ba46_Lab10_Lab10_no_hints.dfy
207,FMSE-2022-2023_tmp_tmp6_x_ba46_Lab2_Lab2_no_hints.dfy
212,Final-Project-Dafny_tmp_tmpmcywuqox_Attempts_Insertion_Sort_Normal_no_hints.dfy
213,Final-Project-Dafny_tmp_tmpmcywuqox_Attempts_Insertion_Sorted_Standard_no_hints.dfy
214,Final-Project-Dafny_tmp_tmpmcywuqox_Attempts_Merge_Sort_no_hints.dfy
215,Final-Project-Dafny_tmp_tmpmcywuqox_Attempts_Quick_Sort_no_hints.dfy
216,Final-Project-Dafny_tmp_tmpmcywuqox_Attempts_Selection_Sort_Standard_no_hints.dfy
218,FlexWeek_tmp_tmpc_tfdj_3_ex2_no_hints.dfy
219,FlexWeek_tmp_tmpc_tfdj_3_ex3_no_hints.dfy
220,FlexWeek_tmp_tmpc_tfdj_3_ex4_no_hints.dfy
223,Formal-Methods-Project_tmp_tmphh2ar2xv_Factorial_no_hints.dfy
224,Formal-Verification-Project_tmp_tmp9gmwsmyp_strings3_no_hints.dfy
226,Formal-Verification_tmp_tmpuyt21wjt_Dafny_strings3_no_hints.dfy
227,Formal-methods-of-software-development_tmp_tmppryvbyty_Bloque 1_Lab3_no_hints.dfy
228,Formal-methods-of-software-development_tmp_tmppryvbyty_Bloque 2_Lab6_no_hints.dfy
229,Formal-methods-of-software-development_tmp_tmppryvbyty_Examenes_Beni_Heusel-Benedikt-Ass-1_no_hints.dfy
233,Formal_Verification_With_Dafny_tmp_tmp5j79rq48_LimitedStack_no_hints.dfy
235,HATRA-2022-Paper_tmp_tmp5texxy8l_copilot_verification_Largest Sum_largest_sum_no_hints.dfy
236,HATRA-2022-Paper_tmp_tmp5texxy8l_copilot_verification_Sort Array_sort_array_no_hints.dfy
237,HATRA-2022-Paper_tmp_tmp5texxy8l_copilot_verification_Two Sum_two_sum_no_hints.dfy
238,Invoker_tmp_tmpypx0gs8x_dafny_abstract-interpreter_SimpleVerifier_no_hints.dfy
242,MFDS_tmp_tmpvvr5y1t9_Assignments_Ass-1-2020-21-Sol-eGela_no_hints.dfy
243,MFES_2021_tmp_tmpuljn8zd9_Exams_Special_Exam_03_2020_4_CatalanNumbers_no_hints.dfy
246,MFES_2021_tmp_tmpuljn8zd9_PracticalClasses_TP3_2_Insertion_Sort_no_hints.dfy
247,MFES_2021_tmp_tmpuljn8zd9_TheoreticalClasses_Power_no_hints.dfy
248,MFS_tmp_tmpmmnu354t_Praticas_TP9_Power_no_hints.dfy
257,Metodos_Formais_tmp_tmpbez22nnn_Aula_4_ex1_no_hints.dfy
258,Metodos_Formais_tmp_tmpbez22nnn_Aula_4_ex3_no_hints.dfy
264,Metodos_Formais_tmp_tmpql2hwcsh_Invariantes_potencia_no_hints.dfy
265,Prog-Fun-Solutions_tmp_tmp7_gmnz5f_extra_mod2_no_hints.dfy
266,Prog-Fun-Solutions_tmp_tmp7_gmnz5f_extra_mod_no_hints.dfy
271,Prog-Fun-Solutions_tmp_tmp7_gmnz5f_mockExam2_p5_no_hints.dfy
272,Prog-Fun-Solutions_tmp_tmp7_gmnz5f_mockExam2_p6_no_hints.dfy
275,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_advanced examples_GenericMax_no_hints.dfy
276,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_advanced examples_InsertionSort_no_hints.dfy
277,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_advanced examples_MatrixMultiplication_no_hints.dfy
279,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_advanced examples_OneHundredPrisonersAndALightbulb_no_hints.dfy
280,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_advanced examples_Percentile_no_hints.dfy
282,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_advanced examples_ReverseString_no_hints.dfy
283,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_advanced examples_demo_no_hints.dfy
284,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_algorithms and leetcode_ProgramProofs_ch15_no_hints.dfy
285,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_algorithms and leetcode_examples_bubblesort_no_hints.dfy
286,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_algorithms and leetcode_examples_relativeOrder_no_hints.dfy
287,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_algorithms and leetcode_examples_simpleMultiplication_no_hints.dfy
289,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_algorithms and leetcode_leetcode_BoatsToSavePeople_no_hints.dfy
290,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_algorithms and leetcode_leetcode_FindPivotIndex_no_hints.dfy
291,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_algorithms and leetcode_leetcode_ReverseLinkedList_no_hints.dfy
292,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_algorithms and leetcode_leetcode_lc-remove-element_no_hints.dfy
293,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_algorithms and leetcode_leetcode_pathSum_no_hints.dfy
294,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_algorithms and leetcode_leetcode_stairClimbing_no_hints.dfy
295,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_algorithms and leetcode_leetcode_validAnagram_no_hints.dfy
296,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_algorithms and leetcode_lib_seq_no_hints.dfy
298,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_basic examples_BubbleSort_no_hints.dfy
299,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_basic examples_BubbleSort_sol_no_hints.dfy
302,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_basic examples_find_max_no_hints.dfy
304,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_basic examples_sumto_sol_no_hints.dfy
305,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny0_GhostITECompilation_no_hints.dfy
307,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny1_BDD_no_hints.dfy
308,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny1_ListContents_no_hints.dfy
310,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny2_COST-verif-comp-2011-2-MaxTree-class_no_hints.dfy
311,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny2_COST-verif-comp-2011-3-TwoDuplicates_no_hints.dfy
312,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny2_Classics_no_hints.dfy
313,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny2_MajorityVote_no_hints.dfy
314,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny2_StoreAndRetrieve_no_hints.dfy
315,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny3_CachedContainer_no_hints.dfy
316,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny3_CalcExample_no_hints.dfy
317,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny3_InfiniteTrees_no_hints.dfy
318,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny3_Iter_no_hints.dfy
319,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny3_Streams_no_hints.dfy
320,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny4_ACL2-extractor_no_hints.dfy
324,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny4_Primes_no_hints.dfy
325,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from_dafny_main_repo_dafny0_snapshots_Inputs_Snapshots1_no_hints.dfy
326,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from_dafny_main_repo_dafny0_snapshots_Inputs_Snapshots5_no_hints.dfy
327,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_lightening_verifier_no_hints.dfy
328,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_mathematical objects verification_examples_fast_exp_no_hints.dfy
329,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_mathematical objects verification_examples_interval_example_no_hints.dfy
330,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_mathematical objects verification_examples_library_no_hints.dfy
332,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_pregel algorithms_skeleton_nondet-permutation_no_hints.dfy
334,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_variant examples_KatzManna_no_hints.dfy
335,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_variant examples_SumOfCubes_no_hints.dfy
336,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_verified algorithms_inductive_props_no_hints.dfy
337,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_verified algorithms_lol_sort_no_hints.dfy
338,Programmverifikation-und-synthese_tmp_tmppurk6ime_PVS_Assignment_ex_04_Hoangkim_ex_04_Hoangkim_no_hints.dfy
340,Programmverifikation-und-synthese_tmp_tmppurk6ime_PVS_Assignment_ex_06_Hoangkim_ex06-solution_no_hints.dfy
341,Programmverifikation-und-synthese_tmp_tmppurk6ime_PVS_Assignment_ex_06_Hoangkim_ex_06_hoangkim_no_hints.dfy
342,Programmverifikation-und-synthese_tmp_tmppurk6ime_PVS_Assignment_ex_07_Hoangkim_ex07_Hoangkim_no_hints.dfy
345,ProjectosCVS_tmp_tmp_02_gmcw_Handout 1_CVS_handout1_55754_55780_no_hints.dfy
346,QS_BoilerPlate1_tmp_tmpa29vtz9__Ex2_no_hints.dfy
351,SENG2011_tmp_tmpgk5jq85q_ass2_ex3_no_hints.dfy
352,SENG2011_tmp_tmpgk5jq85q_ass2_ex5_no_hints.dfy
353,SENG2011_tmp_tmpgk5jq85q_exam_ex2_no_hints.dfy
360,SENG2011_tmp_tmpgk5jq85q_p2_no_hints.dfy
364,Software-Verification_tmp_tmpv4ueky2d_Contains Duplicate_contains_duplicate_no_hints.dfy
366,Software-Verification_tmp_tmpv4ueky2d_Longest Increasing Subsequence_longest_increasing_subsequence_no_hints.dfy
367,Software-Verification_tmp_tmpv4ueky2d_Non-overlapping Intervals_non_overlapping_intervals_no_hints.dfy
368,Software-Verification_tmp_tmpv4ueky2d_Remove Duplicates from Sorted Array_remove_duplicates_from_sorted_array_no_hints.dfy
369,Software-Verification_tmp_tmpv4ueky2d_Remove Element_remove_element_no_hints.dfy
370,Software-Verification_tmp_tmpv4ueky2d_Valid Anagram_valid_anagram_no_hints.dfy
372,Software-building-and-verification-Projects_tmp_tmp5tm1srrn_CVS-projeto_aula1_no_hints.dfy
375,Software-building-and-verification-Projects_tmp_tmp5tm1srrn_CVS-projeto_aula5_no_hints.dfy
376,Software-building-and-verification-Projects_tmp_tmp5tm1srrn_CVS-projeto_handout1_no_hints.dfy
377,Software-building-and-verification-Projects_tmp_tmp5tm1srrn_CVS-projeto_handout2_no_hints.dfy
378,TFG_tmp_tmpbvsao41w_Algoritmos Dafny_div_ent_it_no_hints.dfy
379,TFG_tmp_tmpbvsao41w_Algoritmos Dafny_suma_it_no_hints.dfy
381,VerifiedMergeSortDafny_tmp_tmpva7qms1b_MergeSort_no_hints.dfy
382,Workshop_tmp_tmp0cu11bdq_Lecture_Answers_max_array_no_hints.dfy
383,Workshop_tmp_tmp0cu11bdq_Lecture_Answers_selection_sort_no_hints.dfy
384,Workshop_tmp_tmp0cu11bdq_Lecture_Answers_sum_array_no_hints.dfy
385,Workshop_tmp_tmp0cu11bdq_Lecture_Answers_triangle_number_no_hints.dfy
386,Workshop_tmp_tmp0cu11bdq_Workshop_Answers_Question5_no_hints.dfy
388,WrappedEther_no_hints.dfy
390,assertive-programming-assignment-1_tmp_tmp3h_cj44u_ProdAndCount_no_hints.dfy
391,assertive-programming-assignment-1_tmp_tmp3h_cj44u_SearchAddends_no_hints.dfy
392,bbfny_tmp_tmpw4m0jvl0_enjoying_no_hints.dfy
393,circular-queue-implemetation_tmp_tmpnulfdc9l_Queue_no_hints.dfy
394,cmsc433_tmp_tmpe3ob3a0o_dafny_project1_p1-assignment-2_no_hints.dfy
395,cs245-verification_tmp_tmp0h_nxhqp_A8_Q1_no_hints.dfy
399,cs245-verification_tmp_tmp0h_nxhqp_SortingIssues_FirstAttempt_no_hints.dfy
400,cs245-verification_tmp_tmp0h_nxhqp_power_no_hints.dfy
401,cs245-verification_tmp_tmp0h_nxhqp_quicksort-partition_no_hints.dfy
403,cs357_tmp_tmpn4fsvwzs_lab7_question5_no_hints.dfy
405,dafl_tmp_tmp_r3_8w3y_dafny_examples_dafny0_ContainerRanks_no_hints.dfy
409,dafl_tmp_tmp_r3_8w3y_dafny_examples_dafny0_PrecedenceLinter_no_hints.dfy
413,dafl_tmp_tmp_r3_8w3y_dafny_examples_uiowa_fibonacci_no_hints.dfy
415,dafl_tmp_tmp_r3_8w3y_dafny_examples_uiowa_modifying-arrays_no_hints.dfy
416,dafleet_tmp_tmpa2e4kb9v_0001-0050_0001-two-sum_no_hints.dfy
417,dafleet_tmp_tmpa2e4kb9v_0001-0050_0003-longest-substring-without-repeating-characters_no_hints.dfy
418,dafleet_tmp_tmpa2e4kb9v_0001-0050_0005-longest-palindromic-substring_no_hints.dfy
419,dafny-aoc-2019_tmp_tmpj6suy_rv_parser_split_no_hints.dfy
420,dafny-duck_tmp_tmplawbgxjo_ex3_no_hints.dfy
421,dafny-duck_tmp_tmplawbgxjo_ex5_no_hints.dfy
422,dafny-duck_tmp_tmplawbgxjo_p1_no_hints.dfy
423,dafny-duck_tmp_tmplawbgxjo_p2_no_hints.dfy
426,dafny-duck_tmp_tmplawbgxjo_p6_no_hints.dfy
427,dafny-exercise_tmp_tmpouftptir_absIt_no_hints.dfy
428,dafny-exercise_tmp_tmpouftptir_appendArray_no_hints.dfy
439,dafny-exercises_tmp_tmp5mvrowrx_leetcode_26-remove-duplicates-from-sorted-array_no_hints.dfy
440,dafny-exercises_tmp_tmp5mvrowrx_paper_krml190_no_hints.dfy
443,dafny-language-server_tmp_tmpkir0kenl_Test_VSI-Benchmarks_b1_no_hints.dfy
448,dafny-language-server_tmp_tmpkir0kenl_Test_dafny0_snapshots_Inputs_Snapshots0_no_hints.dfy
450,dafny-language-server_tmp_tmpkir0kenl_Test_dafny1_ListReverse_no_hints.dfy
451,dafny-language-server_tmp_tmpkir0kenl_Test_dafny1_MatrixFun_no_hints.dfy
452,dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_COST-verif-comp-2011-1-MaxArray_no_hints.dfy
453,dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_Intervals_no_hints.dfy
454,dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_SegmentSum_no_hints.dfy
455,dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TreeBarrier_no_hints.dfy
457,dafny-language-server_tmp_tmpkir0kenl_Test_dafny3_InductionVsCoinduction_no_hints.dfy
462,dafny-language-server_tmp_tmpkir0kenl_Test_dafny4_Fstar-QuickSort_no_hints.dfy
463,dafny-language-server_tmp_tmpkir0kenl_Test_dafny4_Lucas-down_no_hints.dfy
464,dafny-language-server_tmp_tmpkir0kenl_Test_dafny4_MonadicLaws_no_hints.dfy
473,dafny-language-server_tmp_tmpkir0kenl_Test_hofs_Compilation_no_hints.dfy
478,dafny-language-server_tmp_tmpkir0kenl_Test_triggers_function-applications-are-triggers_no_hints.dfy
482,dafny-language-server_tmp_tmpkir0kenl_Test_vacid0_Composite_no_hints.dfy
485,dafny-learn_tmp_tmpn94ir40q_R01_functions_no_hints.dfy
487,dafny-programs_tmp_tmpcwodh6qh_src_expt_no_hints.dfy
491,dafny-rope_tmp_tmpl4v_njmy_Rope_no_hints.dfy
492,dafny-sandbox_tmp_tmp3tu2bu8a_Stlc_no_hints.dfy
571,dafny-synthesis_task_id_476_no_hints.dfy
574,dafny-synthesis_task_id_555_no_hints.dfy
577,dafny-synthesis_task_id_566_no_hints.dfy
580,dafny-synthesis_task_id_573_no_hints.dfy
589,dafny-synthesis_task_id_588_no_hints.dfy
592,dafny-synthesis_task_id_594_no_hints.dfy
594,dafny-synthesis_task_id_599_no_hints.dfy
597,dafny-synthesis_task_id_602_no_hints.dfy
598,dafny-synthesis_task_id_603_no_hints.dfy
610,dafny-synthesis_task_id_627_no_hints.dfy
613,dafny-synthesis_task_id_632_no_hints.dfy
626,dafny-synthesis_task_id_755_no_hints.dfy
636,dafny-synthesis_task_id_784_no_hints.dfy
657,dafny-training_tmp_tmp_n2kixni_session1_training1_no_hints.dfy
663,dafny_examples_tmp_tmp8qotd4ez_leetcode_0001-two-sum_no_hints.dfy
664,dafny_examples_tmp_tmp8qotd4ez_leetcode_0027-remove-element_no_hints.dfy
665,dafny_examples_tmp_tmp8qotd4ez_leetcode_0069-sqrt_no_hints.dfy
666,dafny_examples_tmp_tmp8qotd4ez_leetcode_0070-climbing-stairs_no_hints.dfy
667,dafny_examples_tmp_tmp8qotd4ez_leetcode_0277-find-the-celebrity_no_hints.dfy
668,dafny_examples_tmp_tmp8qotd4ez_lib_math_DivMod_no_hints.dfy
669,dafny_examples_tmp_tmp8qotd4ez_test_shuffle_no_hints.dfy
670,dafny_experiments_tmp_tmpz29_3_3i_circuit_no_hints.dfy
672,dafny_misc_tmp_tmpg4vzlnm1_rosetta_code_fibonacci_sequence_no_hints.dfy
673,dafny_projects_tmp_tmpjutqwjv4_tutorial_tutorial_no_hints.dfy
674,dafny_tmp_tmp2ewu6s7x_ListReverse_no_hints.dfy
675,dafny_tmp_tmp49a6ihvk_m4_no_hints.dfy
676,dafny_tmp_tmp59p638nn_examples_GenericSelectionSort_no_hints.dfy
678,dafny_tmp_tmp59p638nn_examples_derangement_no_hints.dfy
679,dafny_tmp_tmp59p638nn_examples_minmax2_no_hints.dfy
680,dafny_tmp_tmp59p638nn_examples_realExponent_no_hints.dfy
682,feup-mfes_tmp_tmp6_a1y5a5_examples_SelectionSort_no_hints.dfy
685,formal-methods-in-software-engineering_tmp_tmpe7fjnek6_Labs4_gr2_no_hints.dfy
686,formal-verification_tmp_tmpoepcssay_strings3_no_hints.dfy
687,formal_verication_dafny_tmp_tmpwgl2qz28_Challenges_ex1_no_hints.dfy
689,formal_verication_dafny_tmp_tmpwgl2qz28_Challenges_ex6_no_hints.dfy
691,fv2020-tms_tmp_tmpnp85b47l_modeling_concurrency_safety_no_hints.dfy
692,fv2020-tms_tmp_tmpnp85b47l_simple_tm_no_hints.dfy
698,iron-sync_tmp_tmps49o3tyz_lib_Base_MapRemove_no_hints.dfy
699,ironsync-osdi2023_tmp_tmpx80antoe_lib_Marshalling_Math_no_hints.dfy
700,ironsync-osdi2023_tmp_tmpx80antoe_lib_Math_div_def_no_hints.dfy
704,ironsync-osdi2023_tmp_tmpx80antoe_linear-dafny_Test_git-issues_git-issue-1158_no_hints.dfy
708,ironsync-osdi2023_tmp_tmpx80antoe_linear-dafny_docs_DafnyRef_examples_Example-Old2_no_hints.dfy
710,ironsync-osdi2023_tmp_tmpx80antoe_linear-dafny_docs_DafnyRef_examples_Example-Old_no_hints.dfy
711,laboratory_tmp_tmps8ws6mu2_dafny-tutorial_exercise12_no_hints.dfy
712,laboratory_tmp_tmps8ws6mu2_dafny-tutorial_exercise9_no_hints.dfy
714,libraries_tmp_tmp9gegwhqj_examples_MutableMap_MutableMapDafny_no_hints.dfy
715,llm-verified-eval_tmp_tmpd2deqn_i_dafny_0_no_hints.dfy
716,llm-verified-eval_tmp_tmpd2deqn_i_dafny_160_no_hints.dfy
717,llm-verified-eval_tmp_tmpd2deqn_i_dafny_161_no_hints.dfy
718,llm-verified-eval_tmp_tmpd2deqn_i_dafny_3_no_hints.dfy
719,llm-verified-eval_tmp_tmpd2deqn_i_dafny_5_no_hints.dfy
723,nitwit_tmp_tmplm098gxz_nit_no_hints.dfy
725,protocol-verification-fa2023_tmp_tmpw6hy3mjp_demos_ch01_fast_exp_no_hints.dfy
729,protocol-verification-fa2023_tmp_tmpw6hy3mjp_demos_ch04_leader_election_no_hints.dfy
730,protocol-verification-fa2023_tmp_tmpw6hy3mjp_demos_ch04_toy_consensus_no_hints.dfy
731,protocol-verification-fa2023_tmp_tmpw6hy3mjp_demos_ch06_refinement_proof_no_hints.dfy
734,protocol-verification-fa2023_tmp_tmpw6hy3mjp_demos_dafny-internals_03-encoding_pair_no_hints.dfy
735,protocol-verification-fa2023_tmp_tmpw6hy3mjp_exercises_chapter04-invariants_ch03exercise03_no_hints.dfy
736,pucrs-metodos-formais-t1_tmp_tmp7gvq3cw4_fila_no_hints.dfy
738,sat_dfy_tmp_tmpfcyj8am9_dfy_Seq_no_hints.dfy
739,se2011_tmp_tmp71eb82zt_ass1_ex4_no_hints.dfy
742,software-specification-p1_tmp_tmpz9x6mpxb_BoilerPlate_Ex1_no_hints.dfy
743,software_analysis_tmp_tmpmt6bo9sf_ss_no_hints.dfy
744,specTesting_tmp_tmpueam35lx_examples_binary_search_binary_search_specs_no_hints.dfy
746,specTesting_tmp_tmpueam35lx_examples_max_max_no_hints.dfy
747,specTesting_tmp_tmpueam35lx_examples_sort_sort_no_hints.dfy
748,stunning-palm-tree_tmp_tmpr84c2iwh_ch10_no_hints.dfy
